section,Set,Draw,Column,Canonical,type,score,rows,mirror,straight2,straight3,single_left,cons_full,cons_3v,cons_stub,dom_last,dom_pair,hot,perm_count_in_box,repeat_extras_in_box,horizontal_persistence_repeat,orders_modal_value,orders_modal_rows,family_id,hidden3v,score_cov,score_hpr,score_perm,score_repeat,score_straight,score_single,score_cons,score_hot,score_mirror,score_dom,score_len,score_hidden,score_vtrac_straight,score_persistence_set,score_persistence_draw,persistence_set_count,persistence_draw_run,score_double_mirror,double_mirror,why
Evening,Set3,Draw1,2,449,straight,30.0,"R2,R4,R6,R8",True,True,True,False,True,True,False,False,False,1,1,0,2,944,4,35.0,False,8,2,0,0.0,9,0,4,1,1,0.0,0,0.0,2,2,0,2,1,1,True,straight|cov4|hp_repeat2|vstr2|vstr3|mirror|cons_full|hot1|cons_3v|double_mirror|vtrac_straight|set_chain2
Evening,Set1,Draw2,2,599,straight,30.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,5,599,3,15.0,False,6,5,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain6
Midday,Set1,Draw1,1,1138,boxed,29.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,1138,1,18.0,True,6,4,2,0.0,1,0,0,4,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw2,1,1138,boxed,29.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,1138,1,18.0,True,6,4,2,0.0,1,0,0,4,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Evening,Set3,Draw1,1,49,straight,29.0,"R2,R4,R6,R8",True,True,True,False,True,False,False,False,True,1,1,0,1,94,4,,False,8,1,0,0.0,9,0,6,2,1,1.0,-1,0.0,2,0,0,1,1,0,False,straight|cov4|vstr2|vstr3|mirror|cons_full|consensus_tail|hot1|dom_pair|vtrac_straight
Evening,Set1,Draw2,3,599,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,5,599,3,15.0,False,6,5,0,0.0,9,0,0,1,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|double_mirror|vtrac_straight|draw_chain6
Evening,Set1,Draw3,2,599,straight,29.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,4,599,3,15.0,False,6,4,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain6
Midday,Set1,Draw1,1,113,boxed,28.5,"R2,R4",False,False,False,False,False,False,False,False,False,2,2,0,7,113,1,18.0,True,4,7,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw1,1,138,boxed,28.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,138,1,23.0,True,6,4,2,0.0,1,0,0,4,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw1,1,118,boxed,28.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,7,811,1,18.0,True,4,7,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw2,1,138,boxed,28.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,138,1,23.0,True,6,4,2,0.0,1,0,0,4,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Combined,Set3,Draw1,1,578,boxed,28.0,"R2,R4,R6,R8",False,True,False,False,False,False,False,True,False,1,3,0,6,587,2,11.0,False,8,6,2,0.0,3,0,0,2,0,3.0,0,0.0,0,4,0,3,1,0,False,boxed|cov4|hp_repeat6|vstr2|hot1|dom_last|perm3|set_chain3
Combined,Set1,Draw1,1,1,straight,28.0,"R2,R4,R6,R8",False,True,True,False,True,False,False,False,False,2,1,0,1,1,4,,False,8,1,0,0.0,9,0,6,4,0,0.0,-2,0.0,2,0,0,1,1,0,False,straight|cov4|vstr2|vstr3|cons_full|consensus_tail|hot2|vtrac_straight
Combined,Set1,Draw6,2,559,straight,28.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,4,1,3,2,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|set_chain3|draw_chain2
Combined,Set1,Draw7,1,224,straight,28.0,"R2,R6,R8",False,True,True,True,False,False,False,True,False,0,1,0,1,224,3,28.0,True,6,1,0,0.0,9,4,0,0,0,4.5,0,0.5,2,0,0,1,1,1,True,straight|cov3|vstr2|vstr3|single_left|dom_last|hidden3v|double_mirror|vtrac_straight
Evening,Set1,Draw1,5,244,straight,28.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,1,0,4,244,3,31.0,False,6,4,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw1,4,244,straight,28.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,1,0,4,244,3,31.0,False,6,4,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw3,3,599,straight,28.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,4,599,3,15.0,False,6,4,0,0.0,9,0,0,1,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|hot1|double_mirror|vtrac_straight|draw_chain6
Evening,Set1,Draw4,4,244,straight,28.0,"R2,R6,R8",False,True,True,True,False,False,False,False,False,0,1,0,1,244,3,31.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw4,2,599,straight,28.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,3,599,3,15.0,False,6,3,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain6
Evening,Set1,Draw6,2,599,straight,28.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,15.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|draw_chain6
Evening,Set1,Draw7,1,599,straight,28.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,599,3,15.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|vtrac_straight|draw_chain6
Evening,Set1,Draw4,1,3899,boxed,27.5,"R2,R4,R6,R8",True,True,False,False,False,False,False,True,False,2,3,0,2,9983,2,33.0,True,8,2,2,0.0,3,0,0,4,1,3.0,1,0.5,0,0,3,1,4,0,False,boxed|cov4|hp_repeat2|vstr2|mirror|hot2|dom_last|perm3|hidden3v|draw_chain4
Midday,Set1,Draw1,3,113,straight,27.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,7,113,1,18.0,True,2,7,0,0.0,3,0,0,2,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat7|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Midday,Set1,Draw1,2,1138,boxed,27.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,1138,1,18.0,True,6,4,2,0.0,1,0,0,2,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw2,2,1138,boxed,27.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,1138,1,18.0,True,6,4,2,0.0,1,0,0,2,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw2,1,113,boxed,27.5,"R2,R4",False,False,False,False,False,False,False,False,False,2,2,0,6,113,1,18.0,True,4,6,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat6|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw2,1,118,boxed,27.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,6,811,1,18.0,True,4,6,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat6|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw3,1,113,straight,27.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,5,113,1,18.0,True,2,5,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Combined,Set1,Draw5,2,559,straight,27.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,2,559,3,5.0,False,6,2,0,0.0,9,0,0,2,0,0.0,0,0.0,2,4,1,3,2,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain2
Evening,Set1,Draw1,7,244,straight,27.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,1,0,4,244,3,31.0,False,6,4,0,0.0,9,0,0,0,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw1,6,244,straight,27.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,1,0,4,244,3,31.0,False,6,4,0,0.0,9,0,0,0,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat4|vstr2|vstr3|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw2,4,599,straight,27.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,1,1,0,5,599,3,15.0,False,6,5,0,0.0,9,0,0,1,0,0.0,0,0.0,0,0,5,1,6,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|hot1|double_mirror|draw_chain6
Evening,Set1,Draw2,4,244,straight,27.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,1,1,0,3,244,3,31.0,False,6,3,0,0.0,9,0,0,1,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|hot1|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw5,2,599,straight,27.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,2,1,0,2,599,3,15.0,False,6,2,0,0.0,9,0,0,2,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|hot2|double_mirror|vtrac_straight|draw_chain6
Combined,Set1,Draw4,1,389,straight,26.5,"R4,R8",True,True,False,False,False,False,False,False,False,2,1,0,2,983,2,33.0,True,4,2,0,0.0,5,0,0,4,1,0.0,0,0.5,2,2,6,2,7,0,False,straight|cov2|hp_repeat2|vstr2|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7
Combined,Set1,Draw5,1,389,straight,26.5,"R4,R8",True,True,False,False,False,False,False,False,False,2,1,0,2,983,2,33.0,True,4,2,0,0.0,5,0,0,4,1,0.0,0,0.5,2,2,6,2,7,0,False,straight|cov2|hp_repeat2|vstr2|mirror|hot2|hidden3v|vtrac_straight|set_chain2|draw_chain7
Evening,Set1,Draw5,1,136899,boxed,26.5,"R2,R4,R6,R8",True,False,False,False,False,False,False,True,False,2,4,0,2,991386,1,24.0,True,8,2,3,0.0,1,0,0,4,1,3.0,3,0.5,0,0,1,1,2,0,False,boxed|cov4|hp_repeat2|mirror|hot2|dom_last|perm4|hidden3v|draw_chain2
Midday,Set1,Draw1,2,113,boxed,26.5,"R2,R4",False,False,False,False,False,False,False,False,False,2,2,0,7,113,1,18.0,True,4,7,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw1,2,138,boxed,26.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,138,1,23.0,True,6,4,2,0.0,1,0,0,2,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw1,3,118,boxed,26.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,7,811,1,18.0,True,4,7,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw1,2,118,boxed,26.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,7,811,1,18.0,True,4,7,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw2,2,138,boxed,26.5,"R2,R4,R8",True,False,False,False,False,False,False,False,False,2,3,0,4,138,1,23.0,True,6,4,2,0.0,1,0,0,2,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov3|hp_repeat4|mirror|hot2|perm3|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw3,1,1138,boxed,26.5,"R2,R8",True,False,False,False,False,False,False,False,False,2,2,0,4,1138,1,18.0,True,4,4,1,0.0,1,0,0,4,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov2|hp_repeat4|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw3,1,117,boxed,26.5,"R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,5,711,2,17.0,True,6,5,1,0.0,3,0,0,4,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov3|hp_repeat5|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain7
Midday,Set1,Draw3,1,118,boxed,26.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,5,811,1,18.0,True,4,5,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat5|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw4,1,113,straight,26.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,4,113,1,18.0,True,2,4,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat4|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Midday,Set1,Draw4,1,1138,boxed,26.5,"R2,R8",True,False,False,False,False,False,False,False,False,2,2,0,4,1138,1,18.0,True,4,4,1,0.0,1,0,0,4,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov2|hp_repeat4|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain7
Combined,Set2,Draw1,1,5,straight,26.0,"R2,R4,R6,R8",False,True,True,False,True,False,False,False,False,1,1,0,1,5,4,,False,8,1,0,0.0,9,0,6,2,0,0.0,-2,0.0,2,0,0,1,1,0,False,straight|cov4|vstr2|vstr3|cons_full|consensus_tail|hot1|vtrac_straight
Combined,Set1,Draw1,7,559,straight,26.0,"R2,R4,R6",False,True,True,True,False,False,False,False,False,0,1,0,1,559,3,5.0,False,6,1,0,0.0,9,4,0,0,0,0.0,0,0.0,0,4,1,3,2,1,True,straight|cov3|vstr2|vstr3|single_left|double_mirror|set_chain3|draw_chain2
Evening,Set3,Draw1,4,2449,straight,26.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,1,1,0,4,9244,3,31.0,False,6,4,0,0.0,9,0,0,1,1,0.0,1,0.0,0,4,0,3,1,0,False,straight|cov3|hp_repeat4|vstr2|vstr3|mirror|hot1|set_chain3
Evening,Set1,Draw2,6,599,straight,26.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,5,599,3,15.0,False,6,5,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,5,1,6,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|double_mirror|draw_chain6
Evening,Set1,Draw2,6,244,straight,26.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,1,0,3,244,3,31.0,False,6,3,0,0.0,9,0,0,0,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw2,5,599,straight,26.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,5,599,3,15.0,False,6,5,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,5,1,6,1,True,straight|cov3|hp_repeat5|vstr2|vstr3|double_mirror|draw_chain6
Evening,Set1,Draw2,5,244,straight,26.0,"R2,R6,R8",False,True,True,False,False,False,False,False,False,0,1,0,3,244,3,31.0,False,6,3,0,0.0,9,0,0,0,0,0.0,0,0.0,0,4,3,3,4,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|set_chain3|draw_chain4
Evening,Set1,Draw4,3,599,straight,26.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,3,599,3,15.0,False,6,3,0,0.0,9,0,0,0,0,0.0,0,0.0,2,0,5,1,6,1,True,straight|cov3|hp_repeat3|vstr2|vstr3|double_mirror|vtrac_straight|draw_chain6
Midday,Set1,Draw1,3,114,straight,26.0,"R2,R4",False,True,False,False,False,False,False,False,False,2,1,0,5,411,2,19.0,False,4,5,0,0.0,5,0,0,2,0,0.0,0,0.0,2,4,3,3,4,1,True,straight|cov2|hp_repeat5|vstr2|hot2|double_mirror|vtrac_straight|set_chain3|draw_chain4
Combined,Set1,Draw5,1,113389,boxed,25.5,"R2,R4,R8",True,False,False,False,False,False,False,True,False,2,3,0,3,911338,1,24.0,True,6,3,2,0.0,1,0,0,4,1,3.0,3,0.5,0,0,2,1,3,0,False,boxed|cov3|hp_repeat3|mirror|hot2|dom_last|perm3|hidden3v|draw_chain3
Midday,Set1,Draw1,5,118,boxed,25.5,"R6,R8",False,False,False,False,False,False,False,False,False,1,2,0,7,811,1,18.0,True,4,7,1,0.0,1,0,0,1,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot1|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw1,4,118,boxed,25.5,"R6,R8",False,False,False,False,False,False,False,False,False,1,2,0,7,811,1,18.0,True,4,7,1,0.0,1,0,0,1,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat7|hot1|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw1,3,11358,straight,25.5,R6,True,False,False,False,False,False,False,False,False,2,1,0,4,81153,1,8.0,True,2,4,0,0.0,3,0,0,2,1,0.0,2,0.5,2,4,5,3,6,0,False,straight|cov1|hp_repeat4|mirror|hot2|hidden3v|vtrac_straight|set_chain3|draw_chain6
Midday,Set1,Draw2,3,113,straight,25.5,R2,False,False,False,False,False,False,False,False,False,1,1,0,6,113,1,18.0,True,2,6,0,0.0,3,0,0,1,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat6|hot1|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Midday,Set1,Draw2,2,113,boxed,25.5,"R2,R4",False,False,False,False,False,False,False,False,False,2,2,0,6,113,1,18.0,True,4,6,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat6|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw2,2,118,boxed,25.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,6,811,1,18.0,True,4,6,1,0.0,1,0,0,2,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat6|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw3,2,113,straight,25.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,5,113,1,18.0,True,2,5,0,0.0,3,0,0,2,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat5|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Midday,Set1,Draw3,1,138,boxed,25.5,"R2,R8",True,False,False,False,False,False,False,False,False,2,2,0,4,138,1,23.0,True,4,4,1,0.0,1,0,0,4,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov2|hp_repeat4|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw4,1,138,boxed,25.5,"R2,R8",True,False,False,False,False,False,False,False,False,2,2,0,4,138,1,23.0,True,4,4,1,0.0,1,0,0,4,1,0.0,0,0.5,0,4,6,3,7,0,False,boxed|cov2|hp_repeat4|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain7
Midday,Set1,Draw4,1,117,boxed,25.5,"R4,R6,R8",False,True,False,False,False,False,False,False,False,2,2,0,4,711,2,17.0,True,6,4,1,0.0,3,0,0,4,0,0.0,0,0.5,0,0,6,1,7,1,True,boxed|cov3|hp_repeat4|vstr2|hot2|perm2|hidden3v|double_mirror|draw_chain7
Midday,Set1,Draw4,1,118,boxed,25.5,"R6,R8",False,False,False,False,False,False,False,False,False,2,2,0,4,811,1,18.0,True,4,4,1,0.0,1,0,0,4,0,0.0,0,0.5,0,4,6,3,7,1,True,boxed|cov2|hp_repeat4|hot2|perm2|hidden3v|double_mirror|set_chain3|draw_chain7
Midday,Set1,Draw5,1,113,straight,25.5,R2,False,False,False,False,False,False,False,False,False,2,1,0,3,113,1,18.0,True,2,3,0,0.0,3,0,0,4,0,0.0,0,0.5,2,4,6,3,7,1,True,straight|cov1|hp_repeat3|hot2|hidden3v|double_mirror|vtrac_straight|set_chain3|draw_chain7
Midday,Set1,Draw5,1,1138,boxed,25.5,"R2,R8",True,False,False,False,False,False,False,False,False,2,2,0,3,1138,1,18.0,True,4,3,1,0.0,1,0,0,4,1,0.0,1,0.5,0,4,6,3,7,0,False,boxed|cov2|hp_repeat3|mirror|hot2|perm2|hidden3v|set_chain3|draw_chain7
Combined,Set1,Draw5,3,559,straight,25.0,"R2,R4,R6",False,True,True,False,False,False,False,False,False,0,1,0,2,559,3,5.0,False,6,2,0,0.0,9,0,0,0,0,0.0,0,0.0,2,4,1,3,2,1,True,straight|cov3|hp_repeat2|vstr2|vstr3|double_mirror|vtrac_straight|set_chain3|draw_chain2
Evening,Set3,Draw1,5,2449,straight,25.0,"R2,R6,R8",True,True,True,False,False,False,False,False,False,0,1,0,4,9244,3,31.0,False,6,4,0,0.0,9,0,0,0,1,0.0,1,0.0,0,4,0,3,1,0,False,straight|cov3|hp_repeat4|vstr2|vstr3|mirror|set_chain3
