state,date,triad,vt_triad,support_count,hot_hits,superhot_hits,vertical_hits,set1_hits,col1_hits,precol1_hits,vt_straight_hits,vt_only_lane_hits,guard_hits,literal_hits,variant_span,set_span,column_span,score_mean,score_max,evidence_tags
Pennsylvania4,2025-06-23,057,113,37,37,20,3,33,13,10,13,0,1,12,3,3,7,18.849,36.15,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-23,389,445,66,66,25,3,54,12,19,27,6,1,13,3,3,7,19.415,35.95,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,036,124,24,24,10,3,20,2,12,14,0,0,14,3,3,7,19.604,34.65,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_straight"
Pennsylvania4,2025-06-23,667,23,23,23,6,4,20,1,12,14,0,0,13,2,3,6,21.461,33.45,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_straight"
Pennsylvania4,2025-06-23,226,23,40,40,1,4,26,1,12,16,1,0,12,3,3,7,20.741,32.9,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,345,145,61,61,13,4,46,2,13,20,7,0,11,3,3,7,17.576,32.3,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,138,244,56,56,15,4,46,6,17,18,4,0,0,3,3,7,18.833,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,019,125,52,52,14,4,42,3,12,13,1,0,0,3,3,7,17.889,32.05,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,348,445,54,54,14,3,43,5,12,15,12,1,0,3,3,7,17.726,31.05,"col1,funnel_precol1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,025,113,26,26,9,2,22,1,0,2,2,1,0,3,3,7,13.829,30.95,"col1,guard_set1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,368,244,56,56,15,3,46,2,10,18,17,0,0,3,3,7,17.604,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,456,125,52,52,14,3,42,2,6,13,13,0,0,3,3,7,16.289,30.55,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,022,13,51,51,12,4,35,6,10,3,1,0,0,3,3,7,18.343,30.4,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,468,245,40,40,9,3,32,0,6,17,8,0,9,3,3,7,17.82,30.3,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical3,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,567,123,44,44,6,4,27,1,2,11,5,0,6,3,3,7,17.82,30.1,"col1,funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,179,235,41,41,11,4,30,0,3,9,5,0,4,3,3,7,16.861,30.1,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical3,vertical4,vt_only_lane,vt_straight"
Pennsylvania4,2025-06-23,014,125,43,43,6,3,30,0,13,15,1,0,8,3,3,6,18.899,30.0,"funnel_precol1,hot12,hot16,hot20,hot4,hot8,literal_draw,ls2_lane,ls_col_42,set1_bonus,straight_lane,superhot_set1,vertical1,vertical2,vertical3,vt_only_lane,vt_straight"
