state,area,section,set,draw,col,method,mode,earliest_exact_step,earliest_vtrac_step,earliest_drop_exact_step,earliest_drop_vtrac_step,earliest_family_exact_step,earliest_family_vtrac_step,final_value,final_vt_boxed,final_vt_straight,final_exact_match,final_vtrac_match,final_drop_exact_match,final_drop_vtrac_match,final_family_exact_match,final_family_vtrac_match,final_drop_digit,final_vtrac_local_index,match_types
SouthCarolina4,LS1,Midday,Set2,Draw1,2,A,own,-1,-1,-1,0,-1,-1,11*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,A,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,B,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,B,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,C,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,C,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,D,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,D,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,E,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,E,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,T,own,-1,-1,-1,0,-1,-1,11*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,2,T,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,A,own,-1,-1,-1,0,-1,-1,11*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,A,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,B,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,B,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,C,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,C,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,D,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,D,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,E,own,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,E,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,T,own,-1,-1,-1,0,-1,-1,11*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set2,Draw1,3,T,combined,-1,-1,-1,0,-1,-1,*,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,A,own,-1,-1,-1,0,-1,-1,11**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,A,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,B,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,B,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,C,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,C,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,D,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,D,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,E,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,E,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,T,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw1,2,T,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,A,own,-1,-1,-1,0,-1,-1,11**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,A,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,B,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,B,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,C,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,C,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,D,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,D,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,E,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,E,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,T,own,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
SouthCarolina4,LS1,Midday,Set1,Draw3,2,T,combined,-1,-1,-1,0,-1,-1,**,0,0,0,0,0,0,0,0,,-1,drop_vtrac
